Id,SalePrice
1461,123046.3180984138
1462,139346.61434560054
1463,171905.7361671971
1464,180320.21303076774
1465,209221.2475035479
1466,178662.65877041596
1467,167015.1706905694
1468,177101.91194195003
1469,184696.34588335824
1470,114506.87238942717
1471,187707.86631239025
1472,90389.71785204085
1473,97733.99935315279
1474,158391.4316320717
1475,142097.2596548861
1476,401453.4963096374
1477,262407.35416324687
1478,329020.92883771396
1479,296306.1067318585
1480,485921.13145876065
1481,317545.9961905528
1482,212170.95933264465
1483,176369.13476022676
1484,176686.05503425046
1485,165395.67536273247
1486,207888.63909941562
1487,338578.20275677985
1488,255737.83014073
1489,208537.48621986675
1490,191845.6753010623
1491,188007.37265463205
1492,105340.0739486981
1493,180545.44767981226
1494,296940.64371506736
1495,283159.3507318361
1496,213890.98362181144
1497,202714.57111011315
1498,152312.03143812963
1499,151604.15047029514
1500,149703.33160376106
1501,175098.68787039627
1502,150816.89723584717
1503,295012.30585209304
1504,231625.55729950886
1505,214057.6423486289
1506,181750.77356862722
1507,217038.61156112622
1508,181274.5902776386
1509,159346.7296324517
1510,145620.7084921159
1511,146737.21938255444
1512,153247.45934591017
1513,153452.83672265938
1514,150328.94450137767
1515,183316.95011754063
1516,161074.45141903093
1517,150373.24775591065
1518,135487.80306444791
1519,222533.95409687655
1520,137639.94720029616
1521,141338.6536521454
1522,172191.95054384184
1523,116284.82342842735
1524,120914.26957226446
1525,123940.58562645443
1526,124368.51318856802
1527,98067.23111456154
1528,126092.64863710328
1529,139554.01666096266
1530,163387.2153127402
1531,145352.96209704052
1532,102247.53364810359
1533,133300.0237555056
1534,122964.55634339325
1535,140803.00822777385
1536,111416.41141168174
1537,86430.93803050095
1538,180201.79348904965
1539,229932.81926142945
1540,123098.51169182842
1541,165748.6421912646
1542,143249.4732024014
1543,239039.1432178914
1544,77735.57953733936
1545,97295.02336994107
1546,125505.02277580558
1547,139297.37997009122
1548,124116.35997049135
1549,106046.30960526298
1550,155436.5303545212
1551,118662.98269984631
1552,148521.13533372674
1553,135589.33892177933
1554,112975.78032561915
1555,163502.80704170422
1556,103236.81235859833
1557,115604.39732653466
1558,97270.58606005351
1559,119576.62321657968
1560,153885.04297787455
1561,139524.38836659674
1562,128339.2437053795
1563,119491.72806433924
1564,167197.72272844627
1565,156343.73703623217
1566,205447.23910762914
1567,84629.62741183907
1568,208482.44821216672
1569,138260.56581126727
1570,127017.31482463916
1571,131465.93324445025
1572,140745.3284401911
1573,240668.38563837475
1574,149834.37383088967
1575,202096.55365659753
1576,194600.5074632735
1577,207337.35825818946
1578,152289.8841812708
1579,143622.59331626957
1580,191642.37286243722
1581,139207.6028910687
1582,126597.01272403877
1583,352082.2529713238
1584,242027.50032074118
1585,139574.19761288827
1586,75954.32430078267
1587,103262.89630217703
1588,142457.48147351894
1589,107734.5374838054
1590,138284.18617268867
1591,108985.11313536414
1592,130665.966810512
1593,111398.96703206137
1594,160171.46979344427
1595,136079.2741316995
1596,253291.0334179265
1597,167319.96467463844
1598,175633.4543040043
1599,206069.76583909284
1600,197986.69899523485
1601,58291.207946236165
1602,110968.72900863145
1603,97720.86645461706
1604,263261.49003812246
1605,251281.96723383263
1606,169283.43486073762
1607,193873.53590148498
1608,218306.4305653942
1609,205066.22955611156
1610,159609.25489395947
1611,155354.5063766583
1612,175927.2150530923
1613,177216.97710328482
1614,122420.30948388213
1615,83528.5921789976
1616,83528.5921789976
1617,84456.1649826496
1618,129477.0896316758
1619,135953.31480165484
1620,183450.20539578077
1621,138037.18805080725
1622,140505.05221697682
1623,289320.8483221328
1624,197950.89340353708
1625,121540.10127618085
1626,178848.9690511545
1627,180570.25151699054
1628,265229.998865934
1629,170526.79214074675
1630,319612.58645918465
1631,240363.8108814026
1632,255572.10830260577
1633,163717.670912607
1634,179182.6052816766
1635,176203.147912454
1636,166878.05632339243
1637,173071.3308595857
1638,212095.33359541695
1639,185905.07035489526
1640,253694.61289839726
1641,188852.06958777944
1642,222748.20170026808
1643,239448.92755021638
1644,225170.79848219737
1645,183312.88702194535
1646,152038.33623474874
1647,164212.16981073978
1648,146082.8369015863
1649,138033.19165609445
1650,116829.10343623754
1651,121431.61610938335
1652,90615.84894232497
1653,93163.81559672768
1654,161680.1589479131
1655,155986.51305661333
1656,156981.5250907391
1657,160841.02411757465
1658,156236.5610911253
1659,141758.54313942415
1660,142640.39890068694
1661,444096.2122713347
1662,403680.0861190312
1663,392727.0354791287
1664,454053.33495082427
1665,350701.3942159215
1666,269112.67191481765
1667,316176.70811908203
1668,352600.9229246765
1669,293137.31758674217
1670,356734.2369431478
1671,258373.588065175
1672,469750.93599258247
1673,302779.36294206016
1674,253714.9581665913
1675,185689.42267363105
1676,188845.58564573305
1677,221844.0914345018
1678,432928.3056758243
1679,363507.5499843733
1680,327385.13169711904
1681,274175.9216290689
1682,283902.27291036455
1683,186842.74394402903
1684,174365.47754192966
1685,173996.36250399466
1686,171619.6629670287
1687,165228.55416245732
1688,191447.8701827628
1689,189968.68348901367
1690,181017.4705842308
1691,163822.45124238776
1692,248088.7175232541
1693,163718.24018417462
1694,177809.62970426455
1695,174278.74624583387
1696,263306.0409169498
1697,176197.70148688677
1698,337115.1551060315
1699,362156.6245938368
1700,239346.57179530672
1701,260368.07970386773
1702,287360.427144267
1703,296527.2123896504
1704,300377.5754443189
1705,273306.90853670327
1706,458452.695570528
1707,226945.3298944678
1708,228530.31688144276
1709,309128.21433889103
1710,247700.63341339518
1711,249047.59244016412
1712,299856.04084020515
1713,244795.77472424984
1714,214571.43719846787
1715,198621.7485181765
1716,192036.41462394592
1717,175873.04804961378
1718,136150.92491071892
1719,204908.41627293057
1720,253834.6109946257
1721,177100.23007184104
1722,127830.74947086078
1723,156476.47229972342
1724,221490.1562623256
1725,232763.18190234204
1726,193488.85994754703
1727,174539.90206238697
1728,180502.74080553284
1729,164957.61973406587
1730,169412.20327925865
1731,128860.8252182593
1732,125619.14140997635
1733,115881.53650459372
1734,132008.83701671363
1735,129136.52005150734
1736,119557.17272647037
1737,330154.4786661674
1738,216702.4206226547
1739,296291.5377173997
1740,203938.22301291183
1741,177941.29163448856
1742,174882.80785892287
1743,178298.73199510964
1744,296792.88963927986
1745,249120.74084257454
1746,265497.3280592436
1747,210695.83765909192
1748,207011.00077038934
1749,159194.5401043502
1750,149219.88444319772
1751,228852.8572207742
1752,118867.67715527634
1753,154172.41954958957
1754,218135.27084037042
1755,158503.19619399434
1756,114487.39546724348
1757,119058.74967503049
1758,143355.03310410536
1759,157008.15117560665
1760,155481.25656938265
1761,159638.47149506927
1762,171162.62458957042
1763,172041.4625710176
1764,123139.17136817341
1765,166515.16833589977
1766,165103.90354122786
1767,200410.1325387662
1768,136354.11676939827
1769,162735.4956774587
1770,139427.43282711078
1771,137237.3498103646
1772,133923.0713839977
1773,143043.12213726228
1774,149307.34337243272
1775,134728.37516444433
1776,110601.41524257009
1777,109867.76377138327
1778,127094.31998408357
1779,113227.46758155234
1780,173955.94482792515
1781,130094.79096765819
1782,95825.90557673023
1783,130013.51723324908
1784,90021.73523874533
1785,111138.96702901761
1786,174997.38616313672
1787,176888.52733813226
1788,55611.849393002805
1789,102354.18612696037
1790,74154.56424688348
1791,198672.60111890943
1792,152702.107952117
1793,143142.7027294675
1794,141727.75520363037
1795,139844.65431454737
1796,123167.43234197043
1797,125849.54230065733
1798,131637.958785758
1799,107194.5655332607
1800,118174.92983391411
1801,134483.54776897104
1802,173114.31053683683
1803,156555.37013503493
1804,138425.3175212231
1805,135917.81911595748
1806,120639.13594539829
1807,154664.6144080438
1808,120981.87155884682
1809,125952.50228733588
1810,154399.94713016556
1811,112537.26137587924
1812,113654.91434188528
1813,125499.58400680978
1814,94656.6319084244
1815,62365.605380353794
1816,94084.39910807958
1817,122642.24688106384
1818,135707.80529452965
1819,121249.46992830154
1820,73543.7652003322
1821,127626.04156775525
1822,164413.71188509042
1823,62594.826906271504
1824,133616.13593177428
1825,136535.69262826996
1826,99324.13328005624
1827,111924.79741022423
1828,137579.8566337255
1829,114018.97248969723
1830,153528.53626247458
1831,181027.02018888708
1832,129314.48933447547
1833,138963.93048313205
1834,134602.0652098417
1835,173377.72065023356
1836,134160.315860915
1837,86044.13066362722
1838,134495.85769537085
1839,85891.6278790499
1840,162387.1651334681
1841,148347.40995919667
