Id,SalePrice
1461,127000.8032
1462,150754.6091
1463,164193.42753333334
1464,182687.3075
1465,218527.4171
1466,177635.1583650793
1467,167938.1102
1468,177737.6578
1469,184051.37785
1470,112269.192
1471,188441.0685392857
1472,94053.1891666666
1473,97703.87346666667
1474,152999.4879
1475,143195.54646666665
1476,394340.369
1477,258023.5468
1478,331435.2828
1479,295412.9788
1480,473037.2646
1481,334982.9855
1482,210295.99129642858
1483,176532.45285
1484,179085.25778500002
1485,165791.86528865082
1486,211190.94835
1487,367432.9601
1488,254528.6167
1489,204241.6286
1490,188564.3060557143
1491,187273.65742896823
1492,115766.76176666668
1493,176091.7654
1494,296810.0139
1495,294322.9644
1496,212654.5892714286
1497,206123.45335833333
1498,151614.82185309535
1499,151614.82185309535
1500,149340.32554523813
1501,173934.44228666666
1502,150021.67495261919
1503,297020.3004
1504,233669.5003
1505,212863.6441
1506,207845.9869
1507,212019.2862
1508,191374.1179
1509,165125.63577777776
1510,144347.7922
1511,151232.7208
1512,178180.6912
1513,165296.4134
1514,134719.3753
1515,167260.9084
1516,158174.7479
1517,143603.30649999998
1518,145014.8824
1519,214919.6427
1520,137352.4975
1521,147442.8925
1522,176543.8312
1523,117041.0655
1524,123660.45068333333
1525,126378.5523
1526,126967.7325
1527,92609.92370000001
1528,121999.12
1529,146367.2006
1530,158850.9704
1531,118851.2463
1532,101132.7558
1533,150857.9785
1534,120827.7933
1535,136424.1351
1536,111093.9593
1537,78657.09063333334
1538,182800.99395714284
1539,232242.9799
1540,129252.9715
1541,166983.3633
1542,139885.368
1543,231762.4919
1544,76515.4291
1545,100328.15985
1546,124190.3366
1547,118581.8364
1548,128581.5638
1549,105717.97663880953
1550,145860.0246
1551,116235.49266666666
1552,132033.6018
1553,134702.6322
1554,114650.096
1555,143786.734
1556,107345.77295
1557,122333.7984
1558,100411.67223333335
1559,122468.151
1560,138982.9573
1561,145988.4747
1562,114032.3318
1563,120084.2035
1564,168243.16205
1565,152904.6549
1566,179354.5951
1567,84341.86093333333
1568,203378.5683
1569,126724.4558
1570,120975.78576666667
1571,122683.0321
1572,140515.9522
1573,227240.0255
1574,164081.2462
1575,199001.8436
1576,199109.926
1577,202791.3644
1578,152953.3379
1579,143863.58795000004
1580,190352.2886
1581,136381.27510000003
1582,124802.9816
1583,349680.3604
1584,239366.8162
1585,141154.26327056292
1586,70032.29746666664
