Id,SalePrice
1461,123365.98033229217
1462,138825.16135907898
1463,171759.59788951854
1464,180465.40480597026
1465,208949.21895671258
1466,178707.19547525284
1467,167538.08255468335
1468,176800.35008822606
1469,185919.49499269063
1470,115293.6192936849
1471,189728.7182790504
1472,92325.79001824347
1473,97642.01294834848
1474,162086.1993918957
1475,142701.09216876767
1476,397898.93620978616
1477,262498.133115564
1478,328398.47378230793
1479,291540.00193194847
1480,492385.1598958889
1481,317220.80259868613
1482,213759.83059715704
1483,176811.30782163795
1484,177830.9941663905
1485,164576.54201199475
1486,204102.23909789728
1487,337003.96749334264
1488,258235.40922559585
1489,207656.2350543134
1490,190450.83156494304
1491,189589.8690146559
1492,106504.3377125753
1493,180943.20125405726
1494,297624.54414311785
1495,281891.7240944255
1496,212314.7007519391
1497,202055.05909657266
1498,152490.75581409657
1499,151865.79106890137
1500,150313.75018863837
1501,175645.9660625791
1502,150835.26458229768
1503,292177.54140420683
1504,232841.51751538116
1505,213697.57331940933
1506,181774.0692746766
1507,214576.84710760514
1508,181857.38814386883
1509,159960.1995142613
1510,145839.09396370366
1511,146807.49976704342
1512,153115.56467805235
1513,153991.606727092
1514,149555.7444041905
1515,183720.1226524486
1516,163030.28234736278
1517,149551.75196735613
1518,137042.0625073773
1519,221721.5443521676
1520,137851.12203360017
1521,139877.45886460456
1522,172497.68895003994
1523,116831.00240766934
1524,121672.19398581324
1525,123961.24082697861
1526,124679.24029198961
1527,97958.47719924191
1528,125069.33993193014
1529,139801.98206881955
1530,163013.1218733815
1531,144655.35393028698
1532,102985.87637687844
1533,132951.889206069
1534,122867.72000744368
1535,141205.8722399855
1536,113125.57335066813
1537,86082.6025100185
1538,178693.7672951427
1539,226164.30111282898
1540,123360.9734287264
1541,166408.3325824544
1542,142296.0009251204
1543,238413.69491009702
1544,78779.78521067162
1545,99730.9853844263
1546,125228.63328783073
1547,140269.08557098528
1548,124618.85969416301
1549,107099.44558313179
1550,155172.14801012908
1551,119193.30881697664
1552,148836.79977244302
1553,134938.50903376102
1554,112720.84458845928
1555,163527.52322310567
1556,103026.37383429191
1557,117134.79856860518
1558,98059.84056344672
1559,119203.03927576836
1560,153895.03226904554
1561,139665.6707162141
1562,128330.87837101819
1563,119557.42570519609
1564,165614.7353839613
1565,157355.72747352926
1566,204480.2221195722
1567,84683.12486923263
1568,208095.5901525289
1569,137834.40543571577
1570,126129.35964284702
1571,132110.00162790297
1572,140086.9941830819
1573,237970.4832603952
1574,148847.63149275625
1575,202599.3380720074
1576,193917.44261094544
1577,206615.83875999114
1578,152530.8933977581
1579,141487.1158351038
1580,193422.96272656275
1581,138385.60261899937
1582,128040.81406384628
1583,353380.1960653668
1584,241237.13996950464
1585,140947.97377166705
1586,76776.25152429381
1587,103101.23041579587
1588,143405.85777666376
1589,108176.29658746255
1590,138478.0191763816
1591,109642.23532853951
1592,130918.28870615951
1593,114586.95346809176
1594,160621.58079738234
1595,136154.45460568072
1596,252939.56886192298
1597,166320.03192963457
1598,176684.66656102365
1599,208403.90352427802
1600,199281.48324675215
1601,58508.91355338395
1602,112461.40149685349
1603,97489.36341835976
1604,261248.45055076777
1605,252780.6484491514
1606,167440.75111642136
1607,193911.06536485942
1608,215948.92449549527
1609,204081.30582771846
1610,158256.17056907926
1611,154712.47504802654
1612,175025.2644703797
1613,176730.22870669424
1614,123109.26935908057
1615,83471.21881723634
1616,83471.21881723634
1617,85078.94756298928
1618,127789.38666087676
1619,135706.06955431929
1620,181880.70683641516
1621,138003.31443631297
1622,139017.12271657886
1623,287320.86851728195
1624,197634.31704745273
1625,122710.40329861388
1626,176250.53307807172
1627,180687.95592064378
1628,266211.0075438742
1629,171539.53123720668
1630,321080.2898893558
1631,241152.90561885707
1632,256011.7385053025
1633,162541.41953951315
1634,179880.31742915127
1635,176425.80923297783
1636,166423.46290555413
1637,172302.4500441263
1638,211940.22132332897
1639,185409.98452176552
1640,252836.504628981
1641,188977.33591887038
1642,221336.76566740146
1643,240305.4379029458
1644,227456.92239137908
1645,183335.14005334495
1646,152076.45547884074
1647,164271.51906920498
1648,146766.7336033414
1649,137946.29588797298
1650,116603.14510094054
1651,121483.16823063584
1652,92923.58104575994
1653,94486.71523166515
1654,164885.99813928167
1655,156761.23672310615
1656,161555.57287129795
1657,164534.50318423542
1658,161284.57906947055
1659,142498.41786227678
1660,141295.32329397186
1661,446743.795334886
1662,399267.20335504937
1663,392769.65380959597
1664,458980.20235378266
1665,351018.9171382962
1666,268004.0648235192
1667,319191.5989438729
1668,353976.52349963144
1669,292905.54681697406
1670,357906.223355233
1671,255848.67791870108
1672,470307.3385101906
1673,301048.9013509365
1674,257493.18817342044
1675,184502.76138908823
1676,187252.61436796453
1677,218978.1007524441
1678,434809.20438239345
1679,364944.92453996034
1680,326786.19489124167
1681,274088.65888438764
1682,282817.4827440462
1683,189914.5569143418
1684,174284.77661542434
1685,174681.50254252265
1686,174132.15366396002
1687,164538.43054032576
1688,191029.35878315437
1689,190429.2207695706
1690,180779.84662474314
1691,163130.9568432722
1692,249562.54938219287
1693,163105.8353947089
1694,177564.27980118507
1695,173275.1486753498
1696,263747.52514360537
1697,174731.82801810827
1698,335706.6088029034
1699,363655.353871907
1700,237398.30651315808
1701,259567.7428102558
1702,283020.2427313133
1703,294136.7534636306
1704,296310.2090945142
1705,272025.78846765775
1706,457153.125183478
1707,222713.509014162
1708,224481.85755147057
1709,311291.1886102717
1710,247217.388532644
1711,249667.0682729421
1712,298249.5704717212
1713,243086.31304697576
1714,216681.47596370778
1715,197558.82669860247
1716,191058.04251458307
1717,176611.92537755214
1718,140458.20219420016
1719,204486.6956590332
1720,254475.85695812068
1721,176702.33263792325
1722,130357.85861345477
1723,155564.43057617042
1724,219406.04988658804
1725,232636.33356687007
1726,192479.74176925488
1727,174762.01819099745
1728,181827.36769122223
1729,165164.6629178045
1730,169178.5823670094
1731,129092.51882486985
1732,125905.32972168784
1733,118307.77521940443
1734,132170.95162716586
